rank,competitor,dob,nat,sec,pos_sec,pos_full,venue,date,world_athletics_event_ranking_score,men_100,men_100_wind,men_100_score,men_lj,men_lj_wind,men_lj_score,men_sp,men_sp_score,men_hj,men_hj_score,men_400,men_400_score,men_110h,men_110h_wind,men_110h_score,men_dt,men_dt_score,men_pv,men_pv_score,men_jt,men_jt_score,men_1500,men_1500_score,overall_score,average_wind
567,Harald-Peter Bust,6/3/1992,NED,1,4,4,"San Marcos, TX (USA)",5/10/2014,962,11.4,1,774,7.16,NA,852,13.12,675,1.96,767,51.35,753,15.13,1.3,834,36.79,600,4.34,714,49.16,576,05:32:00,385.6,6930,NA
567,Andy Dougherty,NA,USA,1,4,4,"Marion, IN (USA)",5/24/2013,962,11.55,0.7,742,6.53,-1.7,704,12.51,637,1.85,670,50.52,791,14.98,1.1,852,38.45,633,3.9,590,55.85,676,04:47:00,634.81,6929,0.03333333333333336
543,Tandy Juell,NA,USA,1,1,1,"Wayne, NE (USA)",3/31/2012,962,11.24,2.5,808,6.74,0,753,12.33,626,1.87,687,51.2,760,17.37,1.4,586,41.92,704,4.44,743,55.6,672,04:54:00,590.71,6929,1.3
460,Lukas Lanthaler,8/21/1984,ITA,1,18,18,"Stadio Tre Stelle, Desenzano del Garda (ITA)",5/9/2010,962,11.58,-0.2,736,6.56,0,711,12.68,648,1.83,653,50.84,776,15.1,0,837,40,665,4.15,659,54.97,662,04:56:00,582.48,6929,-0.06666666666666667
517,Luiz Alberto De Araujo,6/27/1987,BRA,1,6,6,"COTP Stadium, São Paulo (BRA)",6/13/2021,962,11.43,-0.3,767,6.68,0.4,739,14.04,731,1.77,602,51.96,726,15.27,-0.7,817,42.48,715,4.25,688,54.57,656,05:12:00,488.87,6929,-0.19999999999999996
543,Theo Mancheron,8/5/1991,FRA,1,2,2,Cognac (FRA),6/3/2012,962,11.63,0.5,725,6.88,0.8,785,11.62,583,1.9,714,51.31,755,16.15,1.7,716,33.96,543,4.8,849,50.47,596,04:42:00,663.21,6929,1
543,Ben Marvin,NA,USA,1,2,2,"San Marcos, TX (USA)",5/12/2012,962,11.52,0.2,748,7.37,0.3,903,12.29,624,2.05,850,51.78,734,15.14,3.4,833,37.89,622,4,617,49.61,583,05:26:00,415.41,6929,1.3
172,Maksim Isayev,7/10/1997,RUS,1,8,8,"Yelena Yelesina Stadium, Chelyabinsk (RUS)",9/10/2020,962,11.78,-0.4,695,7.23,0.5,869,13.4,692,1.82,644,52.68,695,15.4,0.3,802,39.25,649,4.2,673,49.28,578,04:47:00,632.55,6929,0.13333333333333333
579,Pedro De Oliveira,1/18/1996,BRA,1,3,3,Sao Bernardo do Campo (BRA),5/26/2019,962,11.08,-0.3,843,7.08,2.1,833,11.87,599,1.88,696,48.67,877,14.88,0,864,40.49,675,2.7,286,47.05,545,04:35:00,711.59,6929,0.6
593,Kewei Gong,6/29/1994,CHN,1,9,9,Zhengzhou (CHN),4/12/2017,962,11.32,0.1,791,6.8,-1.5,767,11.35,567,1.86,679,50.11,810,14.6,0.3,899,38.47,634,3.9,590,46.73,540,04:44:00,652.36,6929,-0.36666666666666664
543,Nick Lebron,8/9/1992,USA,1,5,5,"Pueblo, CO (USA)",5/25/2012,962,11.41,0.1,771,6.76,1.3,757,11.96,604,1.98,785,50.47,793,15.13,0,834,35.38,571,4,617,46.56,538,04:43:00,659.73,6929,0.46666666666666673
560,Yonglang Zhao,1/13/1993,CHN,1,7,7,Taiyuan (CHN),5/21/2016,962,11.36,0,782,6.82,0,771,12.31,625,2.01,813,51.9,729,15.46,0,795,34.32,550,4.4,731,46.33,534,04:53:00,599.3,6929,0
526,Patrick Nelson,NA,USA,1,3,3,"Sun Angel Stadium, Tempe, AZ (USA)",4/8/2022,962,11.26,2.3,804,6.66,2.3,734,12.32,626,1.65,504,49.18,853,15.03,1.8,846,36.3,590,4.55,775,44.74,511,04:39:00,686.22,6929,2.1333333333333333
568,Bo Ackerson-Gilroy,1/19/1991,USA,1,1,1,"Birmingham, AL (USA)",3/16/2013,961,11.72,2.1,707,6.55,2,709,13.28,684,1.97,776,54.54,617,14.78,3.2,876,39.28,650,4.1,645,59.41,729,05:04:00,535.1,6928,2.433333333333333
594,Ben Colello,NA,USA,1,1,1,"High Point, NC (USA)",3/17/2017,961,11.36,3.4,782,5.98,2.8,582,12.62,644,1.83,653,51.41,751,15.31,0.7,812,39.44,653,4.22,679,59.37,728,04:45:00,644.91,6928,2.3
528,Otto Ylöstalo,2/4/1991,FIN,1,28,28,Toruń (POL),7/3/2011,961,11.57,0.5,738,6.62,0.1,725,12.81,656,1.86,679,51.64,741,16.12,0.1,719,33.19,528,4.5,760,56.56,686,04:37:00,696.75,6928,0.2333333333333333
568,Mike Rabbitt,NA,USA,1,4,4,"Princeton, NJ (USA)",5/5/2013,961,11.04,3.8,852,6.77,3.5,760,10.77,532,1.92,731,50,815,15.47,1.5,794,36.04,585,3.9,590,49.22,577,04:38:00,692.74,6928,2.9333333333333336
568,Logan Henderson,NA,USA,1,2,2,"Provo, UT (USA)",4/24/2014,961,11.43,0.8,767,6.28,1.3,648,11.6,582,1.76,593,49.15,854,15.66,-1.1,772,33.8,540,4.6,790,49.16,576,04:20:00,806.55,6928,0.3333333333333333
561,Mingyang Li,3/15/1993,CHN,1,9,9,Huai'an (CHN),4/22/2016,961,11.34,-0.4,786,6.66,1.3,734,12.77,653,1.83,653,50.07,811,15.56,0.5,783,39.13,647,4.1,645,48,559,04:43:00,657.12,6928,0.4666666666666666
580,Zachary Lorbeck,NA,USA,1,8,8,"Iowa City, IA (USA)",5/11/2019,961,10.83,1.1,899,6.91,1.7,792,14.06,732,2,803,51.73,737,15.33,0.1,810,34.03,544,4.1,645,38.89,426,05:03:00,540.47,6928,0.9666666666666667
529,Danilo R. Batista,4/5/1992,CUB,1,3,3,La Habana (CUB),5/27/2011,961,11.43,-1.2,767,6.86,-1.6,781,11.81,595,1.85,670,49.94,817,15.52,-1,788,34.86,561,3.6,509,60.17,740,04:37:00,699.23,6927,-1.2666666666666666
582,Christoph Lange,6/13/1905,GER,1,7,7,Bietigheim-Bissingen (GER),8/11/2019,961,11.56,-0.6,740,6.66,0.1,734,12.01,607,1.94,749,52.63,697,15.64,0.1,774,36.22,588,4.7,819,55.68,673,05:02:00,546.83,6927,-0.13333333333333333
547,Roman Andres Gastaldi,9/25/1989,ARG,1,2,2,Rosario (ARG),11/18/2012,961,11.29,0.7,797,6.71,-1.9,746,13.7,710,1.9,714,51.97,726,16.03,NA,729,41.08,687,4,617,50.24,592,04:51:00,609.67,6927,NA
570,Brock Emory,9/4/1990,USA,1,8,8,"Los Angeles, CA (USA)",5/5/2013,961,11.11,1.7,836,6.26,-0.1,644,12.74,651,1.94,749,50.31,800,15.01,2.7,848,39.6,656,4,617,47.98,559,04:58:00,567.22,6927,1.4333333333333333
547,Brent Vogel,5/2/1990,USA,1,2,2,Irapuato (MEX),7/8/2012,961,11.33,NA,789,6.47,NA,691,12.44,633,1.91,723,49.71,828,15.01,NA,848,37.63,617,4.3,702,36.53,392,04:36:00,704.98,6927,NA
595,Ruslan Yemurlayev,2/27/1997,RUS,1,13,13,"Adler, Sochi (RUS)",9/3/2017,961,11.83,0.5,685,6.06,0.2,600,12.92,662,1.77,602,51.55,745,16.46,0.5,682,38.62,637,4.5,760,64.95,813,04:30:00,740.91,6926,0.39999999999999997
518,Martijn Hoogewerf,5/12/1998,NED,1,4,4,"Gemeentelijk Sportpark, Tilburg (NED)",5/23/2021,961,11.31,0.8,793,6.77,0.8,760,12.95,664,1.81,636,52.24,714,15.35,1.8,808,41.93,704,4.05,631,53.98,648,04:58:00,568.66,6926,1.1333333333333335
571,Tandy Juell,NA,USA,1,1,1,"Sioux Falls, SD (USA)",5/11/2013,961,11.11,2.1,836,6.51,3.2,700,13.14,676,1.81,636,52.86,688,16.27,0.9,703,41.88,703,4.65,804,53.51,641,05:03:00,539.34,6926,2.066666666666667
530,Geren Woodbridge,NA,USA,1,1,1,"Lexington, KY (USA)",4/22/2011,961,11.4,1.6,774,6.12,1.3,613,13.57,702,1.87,687,51.27,757,15.67,-1.1,770,38.53,635,4.55,775,52.83,631,04:56:00,582.95,6926,0.6000000000000001
562,Guy Fenske,NA,USA,1,10,10,"Lincoln, NE (USA)",5/14/2016,961,11.04,3.5,852,6.89,2.9,788,12.46,634,1.91,723,51.69,738,16.87,1.4,638,40.71,679,4.21,676,50.48,596,04:52:00,602.92,6926,2.6
583,Nicolas Gerome,11/7/1999,GBR,1,NA,NA,Bedford (GBR),5/26/2019,961,11.34,3.9,786,7.07,4,830,11.5,576,1.96,767,51.39,752,15.34,0.6,809,34.01,544,3.86,579,48.52,567,04:34:00,716.29,6926,2.8333333333333335
571,Yevgeniy Chernov,11/9/1991,RUS,1,13,13,Cheboksary (RUS),6/6/2013,961,11.28,1.2,799,6.78,1.9,762,12.91,662,1.84,661,51.2,760,15.61,0.9,777,35.82,580,4.3,702,48.01,559,04:42:00,664.26,6926,1.3333333333333333
456,Thomas Gallizio,6/8/1905,ITA,1,4,4,Milano (ITA),8/1/2009,961,11.74,-1.3,703,6.98,2,809,11.91,601,2.09,887,52.34,710,15.27,1.5,817,34.55,555,4.2,673,46.64,539,04:47:00,632.49,6926,0.7333333333333334
583,Barton Ben,NA,USA,1,5,5,"Tucson, AZ (USA)",4/5/2019,961,11.02,1.1,856,6.7,0,743,11.76,592,2,803,48.91,866,14.96,-0.7,854,27.04,407,4,617,46.32,534,04:44:00,654.64,6926,0.1333333333333334
583,Manel Miralles,4/19/1993,ESP,1,3,3,Alhama de Murcia (ESP),5/19/2019,961,10.91,1.2,881,6.9,0.6,790,10.8,534,1.8,627,51.17,761,16.61,0,666,36.19,588,5.05,926,42.06,472,04:40:00,681.05,6926,0.6
556,Mingyu Song,4/5/1991,CHN,1,8,8,Beijing (CHN),6/28/2015,961,11.47,-0.5,759,6.88,1.1,785,11.96,604,1.92,731,50.57,789,14.68,0.1,889,36.04,585,4.4,731,41.25,460,04:54:00,593.13,6926,0.23333333333333336
571,Dan Simon,NA,USA,1,1,1,"Ypsilanti, MI (USA)",5/4/2013,961,10.84,1.9,897,7.14,3.3,847,9.96,483,1.92,731,49.85,822,15.8,2.5,755,32.03,505,4.65,804,38.11,415,04:42:00,667.88,6926,2.5666666666666664
549,Dan Johnson,NA,USA,1,1,1,"Bloomsburg, PA (USA)",5/4/2012,961,11.64,2.2,723,6.15,1.5,619,11.81,595,1.98,785,50.55,789,15.83,0.3,752,36.67,597,4.15,659,55.8,675,04:32:00,731.57,6925,1.3333333333333333
549,Hugo Hassid,4/20/1991,FRA,1,5,5,Aubagne (FRA),7/8/2012,961,11.34,2.7,786,6.77,0,760,12.43,633,1.87,687,51.96,726,15.72,1.1,765,38.25,629,4.35,716,55.7,673,05:01:00,550.25,6925,1.2666666666666668
527,Dylan Bouzigues,NA,USA,1,2,2,"UC Davis Woody Wilson Track, Davis, CA (USA)",5/7/2022,961,11.89,1.7,673,6.29,0.9,650,12.08,611,1.9,714,53.43,663,15.17,1,829,41.32,691,4.61,793,51.27,607,04:37:00,694.14,6925,1.2
569,Taylor Sanderson,10/20/1992,USA,1,5,5,"Lubbock, TX (USA)",5/17/2014,961,11.27,0,801,7.06,1.6,828,11.61,583,1.9,714,51.31,755,15.27,0.7,817,35.81,580,3.89,587,50.36,594,04:42:00,666.82,6925,0.7666666666666666
461,Levente Käfer,1/29/1987,HUN,1,2,2,Budapest (HUN),5/23/2010,961,11.23,1.1,810,7.1,2.3,838,13,667,1.85,670,51.46,749,14.7,0.7,886,34.18,547,4,617,50.06,589,05:01:00,552.71,6925,1.3666666666666665
501,Spencer Jahr,NA,USA,1,10,10,"Charlotte, NC (USA)",5/25/2018,961,11.15,-1.1,827,6.56,1.9,711,13.27,684,1.89,705,52.1,720,15.95,1.3,738,40.17,668,4.25,688,49.96,588,04:53:00,596.69,6925,0.6999999999999998
586,Manuel Dias,2/28/1999,POR,1,11,11,"Antonio Domínguez Stadium, Arona (ESP)",6/9/2019,961,11.42,-1.5,769,7.09,0,835,11.85,597,1.84,661,50.34,799,16.17,0,714,35.03,564,4.2,673,49.6,583,04:32:00,730.14,6925,-0.5
569,Yuri Da Silva Ventura,4/16/1993,BRA,1,2,2,São Paulo (BRA),6/15/2014,961,10.91,1.4,881,6.89,1,788,12.54,639,1.92,731,49.53,836,15.52,0,788,37.92,622,4.1,645,39.75,439,05:00:00,556.78,6925,0.7999999999999999
173,Christoph Lange,6/13/1905,GER,1,8,8,"Sportzentrum, Vaterstetten (GER)",8/23/2020,961,11.49,1.5,755,6.77,-0.9,760,11.62,583,1.97,776,52.58,700,15.46,0.2,795,36.36,591,4.4,731,54.97,662,04:58:00,571.74,6924,0.26666666666666666
551,Sinval Souza De Oliveira,4/5/1986,BRA,1,6,6,Campinas (BRA),4/15/2012,961,11.47,0.1,759,6.99,2.8,811,12.02,608,1.92,731,50.06,812,15.59,1.7,780,32.54,515,4,617,50.61,598,04:37:00,693.89,6924,1.5333333333333332
597,Felipe De Jesus Ruiz,2/20/1995,MEX,1,1,1,Monterrey (MEX),6/18/2017,961,11.29,1.1,797,6.3,0.6,652,12.33,626,1.85,670,49.94,817,15.46,0.5,795,39.6,656,4.8,849,47.35,549,05:08:00,513.43,6924,0.7333333333333334
502,Jonathan Harper,NA,USA,1,3,3,"San Angelo, TX (USA)",5/4/2018,961,10.91,1.2,881,6.83,-0.6,774,12.84,657,1.85,670,49.29,848,15.43,1.4,798,32.13,507,4.34,714,46.62,539,05:04:00,536.79,6924,0.6666666666666666
571,Maurice Strickland,NA,USA,1,3,3,"San Diego, CA (USA)",3/28/2014,961,10.99,1.2,863,6.32,0,657,11.15,555,1.74,577,48.26,897,14.51,-0.6,910,30.65,477,4.6,790,46.39,535,04:42:00,663.89,6924,0.19999999999999998
551,Shanhu Xiong,3/24/1993,CHN,1,5,5,Tianjin (CHN),9/17/2012,961,11.35,1.1,784,7.09,0.5,835,11.37,568,1.99,794,51.25,758,15.14,0.3,833,32.01,504,4.4,731,44.85,513,04:52:00,604.35,6924,0.6333333333333334
551,Jamal Currica,11/20/1989,USA,1,7,7,"Manhattan, KS (USA)",5/12/2012,961,10.88,0.8,888,6.75,0,755,11.51,577,1.96,767,49.28,848,14.47,2.3,915,29.47,454,4.36,719,38.73,424,04:57:00,577.57,6924,1.0333333333333332
587,Kyle Lawson,NA,USA,1,6,6,"Kingsville, TX (USA)",5/24/2019,961,11.43,2.8,767,6.75,3.6,755,12.06,610,1.82,644,52.48,704,14.75,3.2,880,36.38,591,4.3,702,56.3,682,04:55:00,588.47,6923,3.2000000000000006
572,Steven Nuytinck,1/28/1991,NED,1,4,4,Apeldoorn (NED),6/9/2014,961,11.31,0,793,7.13,0.1,845,11.61,583,1.85,670,50.7,783,15.08,2.4,840,32.7,518,3.62,514,54.25,652,04:32:00,725.92,6923,0.8333333333333334
563,Felipe De Jesus Ruiz,2/20/1995,MEX,1,1,1,Monterrey (MEX),6/5/2016,961,11.5,1.2,753,6.62,0.9,725,11.47,574,2.01,813,52.24,714,15.97,-0.1,736,38.5,634,4.4,731,52.17,621,04:49:00,622.12,6923,0.6666666666666666
528,Martin Clark,11/24/1992,AUS,1,4,4,"SOPAC, Sydney (AUS)",4/2/2022,961,11.58,-0.4,736,6.92,3,795,11.66,586,1.87,687,51.23,759,16.29,0.9,700,43.69,740,4.1,645,50.97,603,04:41:00,672.38,6923,1.1666666666666667
520,Shota Ichikawa,6/14/1999,JPN,1,6,6,"Prefectural Stadium, Kumagaya (JPN)",9/18/2021,961,11.32,1.5,791,7.01,0.4,816,12.08,611,1.9,714,50.6,787,15.87,-0.2,747,35.55,575,4,617,50.75,600,04:42:00,665.51,6923,0.5666666666666667
572,Jonas Fringeli,1/12/1988,SUI,1,17,17,"Mösle-Stadium, Götzis (AUT)",6/1/2014,961,11.56,-0.2,740,6.38,0.4,670,13.72,711,1.85,670,50.22,804,16.15,0.9,716,34.04,544,4.46,748,48.47,566,04:28:00,754.98,6923,0.3666666666666667
503,Kevin Schultz,NA,USA,1,11,11,"Charlotte, NC (USA)",5/25/2018,961,11.86,-1.1,679,6.71,-0.8,746,11.41,571,2.04,840,50.6,787,15.37,1.3,805,35.16,567,4.25,688,47.89,557,04:39:00,683.38,6923,-0.20000000000000004
598,Jared Page,NA,USA,1,2,2,"Bolivar, MO (USA)",5/6/2017,961,10.91,2.1,881,6.65,3.5,732,12.38,629,1.86,679,49.29,848,15.06,1.7,842,33.4,532,3.75,549,46.51,537,04:37:00,694.59,6923,2.433333333333333
521,Jonte Torben Harmeling,12/5/2000,GER,1,11,11,"Auestadion, Wesel (GER)",8/22/2021,960,11.2,-0.6,817,6.84,-0.5,776,10.94,542,1.97,776,51.71,737,15.91,0,743,33.24,529,4.5,760,51.85,616,04:48:00,626.42,6922,-0.3666666666666667
174,Pablo Diaz,10/21/1998,ESP,1,2,2,Sevilla (ESP),9/27/2020,960,11.21,1.4,814,6.55,3.2,709,10.95,543,1.86,679,50.16,807,15.29,1,815,33.38,531,4.2,673,51.46,610,04:30:00,741.24,6922,1.8666666666666665
504,Dmitriy Solomatin,4/15/1998,RUS,1,12,12,Smolensk (RUS),7/6/2018,960,11.3,-0.1,795,6.57,0,713,12.63,645,1.92,731,49.88,820,15.08,0.8,840,31.02,485,4.4,731,48.43,565,04:53:00,597.63,6922,0.23333333333333336
558,Andrew Mudd,NA,USA,1,9,9,"Allendale, MI (USA)",5/22/2015,960,11.3,1.8,795,6.8,0.9,767,11.33,566,1.84,661,49.26,849,15.78,0.9,758,35.5,574,4.25,688,48.15,561,04:36:00,703.7,6922,1.2
529,Charlie Roe,4/28/1992,GBR,1,6,6,"Bedford Athletic Stadium, Bedford (GBR)",5/29/2022,960,11.07,1.6,845,6.9,0,790,11.31,565,1.95,758,50.24,804,15.55,0.1,784,34.02,544,3.8,562,45.87,528,04:30:00,742.55,6922,0.5666666666666668
504,Mingyu Song,4/5/1991,CHN,1,5,5,Zhaoqing (CHN),4/11/2018,960,11.65,-0.1,721,6.53,-0.4,704,11.85,597,2.04,840,52.31,711,15.11,-0.8,836,35.93,582,4.5,760,44.1,502,04:41:00,669.38,6922,-0.43333333333333335
588,Jarrod Pageot,5/24/1991,AUS,1,3,3,Bendigo (AUS),1/13/2019,960,11.25,-0.7,806,6.93,0,797,11.26,562,1.84,661,50.76,780,14.9,-1.8,862,38.88,642,4.1,645,42.3,476,04:38:00,691.73,6922,-0.8333333333333334
554,Joli Koivu,7/18/1990,FIN,1,2,2,Tampere (FIN),5/27/2012,960,11.72,0.1,707,6.93,0,797,12.36,628,1.83,653,53.25,671,15.35,-0.1,808,40.01,665,4.32,708,59.28,727,05:00:00,557.64,6921,0
564,Jianjun Shi,3/4/1991,CHN,1,10,10,Huai'an (CHN),4/22/2016,960,11.58,-0.4,736,6.91,1,792,11.64,585,1.95,758,52,725,15.41,0.5,801,31.58,496,4.3,702,55.23,666,04:43:00,660.04,6921,0.3666666666666667
564,Haifeng Qi,8/7/1983,CHN,1,8,8,Taiyuan (CHN),5/21/2016,960,11.67,0.9,717,6.54,-0.2,707,12.42,632,1.86,679,52.19,716,15.59,-0.3,780,43.25,731,4.3,702,54.83,660,04:53:00,597.04,6921,0.13333333333333333
599,Tomohiko Muranaka,5/6/1993,JPN,1,13,13,Nagano (JPN),6/11/2017,960,11.15,2.2,827,6.8,0.9,767,13.01,668,1.9,714,52.56,700,15.31,0.6,812,35.54,575,4.3,702,51.1,605,05:01:00,551.68,6921,1.2333333333333334
559,Derek Jacobus,7/23/1995,USA,1,1,1,"Normal, IL (USA)",5/16/2015,960,10.96,1.1,870,7.05,1.3,826,11.34,566,1.82,644,48.79,871,15.56,1.7,783,34.84,560,3.59,506,50.03,589,04:36:00,706.2,6921,1.366666666666667
599,Jaquarius Wilson,7/19/1995,USA,1,1,1,"Mobile, AL (USA)",4/14/2017,960,11.53,1.5,746,6.44,2.2,684,12.19,618,1.89,705,51.59,743,15.04,-0.1,845,38.49,634,4.45,746,49.19,577,04:49:00,623.63,6921,1.2
575,Adam Hromčík,3/6/1989,CZE,1,17,17,Nottwil (SUI),6/30/2013,960,11.2,-0.9,817,6.61,-0.2,723,11.73,590,1.8,627,49.88,820,14.88,0.8,864,33.92,542,4.4,731,48.07,560,04:45:00,647.86,6921,-0.10000000000000002
530,Tom Chaussende,3/18/2000,FRA,1,3,3,Amiens (FRA),7/3/2022,960,10.96,1.4,870,6.98,0.8,809,13.43,693,1.87,687,50.73,781,15.24,1.5,821,30.72,479,3.9,590,45.97,529,04:43:00,662.02,6921,1.2333333333333334
522,Martin Kratz,10/25/2000,GER,1,3,3,"Fleinsbachstadion, Bernhausen, Filderstadt (GER)",6/6/2021,960,11.15,0.3,827,6.78,0,762,13.36,689,1.98,785,52.72,694,15.32,2.1,811,39.82,661,4.1,645,44.98,515,05:04:00,532.45,6921,0.7999999999999999
532,Ivan Bykov,6/1/1991,RUS,1,17,17,Cheboksary (RUS),6/10/2011,960,11.42,0.6,769,7.2,0,862,11.55,579,1.97,776,52.57,700,15.6,1.3,778,37.89,622,4.2,673,42.63,480,04:39:00,682.94,6921,0.6333333333333333
506,Tanner Mcnutt,10/11/1994,USA,1,3,3,"San Angelo, TX (USA)",4/6/2018,960,10.98,2.3,865,6.96,3,804,12.46,634,1.86,679,49.86,821,15.75,0.1,761,34.6,556,4.35,716,41.82,469,04:50:00,616.69,6921,1.7999999999999998
533,Chris Crossley,4/23/1987,CAN,1,14,14,"National Stadium, Shenzhen (CHN)",8/18/2011,960,11.36,0.1,782,6.96,0,804,12.72,650,1.86,679,50.73,781,15.73,-0.1,763,39.42,653,3.9,590,53.6,642,04:57:00,576.28,6920,0
560,Felix Schmid-Schutti,9/30/1994,AUT,1,6,6,Ulm (GER),5/28/2015,960,11.15,0,827,7.07,0.5,830,12.09,612,1.76,593,50.02,814,15.84,0,751,33,524,4.6,790,49.99,588,04:54:00,591.01,6920,0.16666666666666666
507,Jonay Jordan,5/21/1991,ESP,1,4,4,Getafe (ESP),7/22/2018,960,11.28,0.5,799,6.87,0.7,783,14.46,757,1.94,749,52.18,717,14.75,1.5,880,41.25,690,4,617,48.66,569,05:38:00,359.49,6920,0.9
523,Malik Hudson,NA,USA,1,2,2,"Miami of Ohio Track, Oxford, OH (USA)",5/8/2021,960,10.95,2.7,872,6.65,2.4,732,12.79,654,1.89,705,50.99,770,15.29,-0.8,815,38.32,630,4.06,634,47.26,548,05:00:00,560.17,6920,1.4333333333333333
531,Esteban Ibanez,12/5/2000,ESA,1,NA,NA,"Unidad Deportiva Bicentenario, Morelia (MEX)",6/4/2022,960,11.15,0,827,7.02,2.8,818,10.32,505,1.97,776,49.74,827,14.88,0,864,32.45,513,3.9,590,46.83,542,04:43:00,658.55,6920,0.9333333333333332
566,Christian Laugesen,1/10/1986,DEN,1,1,1,Copenhagen (DEN),8/21/2016,960,11.45,-1.5,763,6.87,0.1,783,12.41,631,1.94,749,50.65,785,15.26,-1.3,818,34.62,556,3.9,590,46.22,533,04:35:00,712.42,6920,-0.9
555,Weston Leutz,4/17/1989,USA,1,1,1,"Azusa, CA (USA)",4/19/2012,960,11.18,0.6,821,6.6,1.1,720,12.31,625,1.96,767,50.32,800,14.94,-1.5,857,41.1,687,4.1,645,45.17,517,05:14:00,481.97,6920,0.06666666666666672
560,Peter Moreno,12/30/1990,GBR,1,2,2,Bedford (GBR),5/24/2015,960,11.08,0.1,843,6.77,-0.2,760,11.53,578,2,803,49.15,854,14.66,1.7,891,28.46,434,4.6,790,44.22,504,05:17:00,463.39,6920,0.5333333333333333
524,Yoshinori Isa,2/16/1993,JPN,1,1,1,"Konoike Athletics Stadium, Nara (JPN)",8/29/2021,960,11.42,1.7,769,6.3,3,652,12.08,611,1.8,627,51.48,748,15.83,-1,752,37.51,614,4.4,731,58.75,719,04:37:00,696.11,6919,1.2333333333333334
567,Dragan Pešić,12/30/1993,MNE,1,4,4,Pitesti (ROU),6/26/2016,960,11.87,-1.4,677,6.43,1.5,682,13.18,678,1.9,714,51.88,730,15.71,0,766,40.74,680,4,617,54.36,653,04:33:00,722.75,6919,0.03333333333333336
524,Shota Ichikawa,6/14/1999,JPN,1,1,1,"Sports Center Athletics Stadium, Kurume (JPN)",9/26/2021,960,11.39,1.3,776,7.22,2.4,866,11.53,578,1.85,670,51.06,766,15.62,1.6,776,35.52,574,4.2,673,54.18,651,04:54:00,589.71,6919,1.7666666666666668
567,Artur Suyunov,8/10/1991,UKR,1,2,2,Kirovograd (UKR),5/26/2016,960,11.57,0,738,7.07,0.9,830,12.76,653,1.86,679,51.09,765,15.6,-0.7,778,32.92,522,4.2,673,53.9,647,04:47:00,634.99,6919,0.0666666666666667
589,Sergio Jornet,4/11/1996,ESP,1,2,2,Soria (ESP),8/4/2019,960,10.91,-2.2,881,6.9,1.2,790,12.66,647,1.79,619,51.85,731,15.03,1.5,846,36.64,597,4,617,51.2,606,04:55:00,585.71,6919,0.1666666666666666
532,Josh Godfrey,NA,USA,1,3,3,"UC Davis Woody Wilson Track, Davis, CA (USA)",5/7/2022,960,11.01,1.7,858,7.06,-1.6,828,11.05,549,1.87,687,51.78,734,16.31,1,698,35.25,569,4.51,763,49.66,584,04:45:00,649.46,6919,0.36666666666666664
534,Aliskasandr Dzerhachou,6/17/1990,BLR,1,4,4,Staiki (BLR),6/8/2011,960,11.55,-0.2,742,6.64,1,729,13.76,714,2.03,831,53.4,665,15.67,0.3,770,41.54,696,4.2,673,44,500,04:53:00,599.89,6919,0.3666666666666667
534,Keith Onto,2/12/1988,USA,1,2,2,"Princeton, NJ (USA)",5/14/2011,960,11.59,-0.2,734,6.74,1,753,12.53,639,2.02,822,51.03,768,15.4,-1.6,802,34.92,562,4.2,673,41.41,463,04:36:00,703.06,6919,-0.26666666666666666
601,Felix Wolter,10/4/1997,GER,1,1,1,Erding (GER),6/25/2017,960,11.1,-0.7,838,7.12,-1,842,12.27,623,1.84,661,50.07,811,15.77,0,759,37.96,623,4.6,790,37.18,401,04:58:00,571.68,6919,-0.5666666666666667
603,Xuesong Yue,10/31/1997,CHN,1,4,4,Guiyang (CHN),6/26/2017,960,11.11,0.9,836,6.91,-0.2,792,11.59,582,1.83,653,50.73,781,15.04,0.1,845,30.9,482,4.4,731,57.79,705,05:08:00,511.99,6918,0.26666666666666666
533,Gus Henry,NA,USA,1,3,3,"Park West Ath. Complex, San Antonio, TX (USA)",5/13/2022,960,10.91,2.9,881,7.34,2.7,896,12.13,614,1.96,767,52.38,708,14.85,1.6,868,38.54,635,4,617,55.66,673,06:01:00,259.53,6918,2.4
562,Dalin Li,12/1/1993,CHN,1,11,11,Suzhou (CHN),9/25/2015,960,11.47,0.1,759,6.85,0.1,778,11.99,606,1.98,785,50.81,778,15.28,-0.5,816,34.61,556,4.3,702,45.84,527,04:51:00,611.77,6918,-0.09999999999999999
533,Philip Kastner,10/1/2001,GBR,1,2,2,"Horspath Athletics Track, Oxford (GBR)",7/24/2022,960,11.11,-0.8,836,6.97,0.8,807,12.72,650,1.86,679,50.27,802,15.14,-0.1,833,37.25,609,4.2,673,45.23,518,05:08:00,511.88,6918,-0.03333333333333333
535,Santiago A. Ford,8/25/1997,CUB,1,1,1,"Pista Atlética Estadio Municipal, San Fernando (CHI)",2/27/2022,960,11.35,-0.7,784,7,3.4,814,12.74,651,2.01,813,51.28,757,15.81,-2.7,754,39.73,659,3.5,482,54.21,651,05:01:00,552.02,6917,0
